param nG := 1;
param nV := 266;
param nF := 180;
param : M : visible:=
0 0 1
0 63 1
0 64 1
0 65 1
1 0 1
1 1 1
1 46 1
1 63 1
1 64 1
1 65 1
1 179 1
2 1 1
2 2 1
2 45 1
2 46 1
2 64 1
2 65 1
2 66 1
2 76 1
2 81 1
2 88 1
2 90 1
2 175 1
2 176 1
2 177 1
2 178 1
2 179 1
3 1 1
3 2 1
3 42 1
3 43 1
3 44 1
3 45 1
3 66 1
3 76 1
3 81 1
3 87 1
3 88 1
3 89 1
3 90 1
3 147 1
3 149 1
3 150 1
3 155 1
3 161 1
3 162 1
3 166 1
3 167 1
3 168 1
3 171 1
3 172 1
3 173 1
3 176 1
3 177 1
3 178 1
3 179 1
4 1 1
4 2 1
4 3 1
4 22 1
4 42 1
4 43 1
4 44 1
4 45 1
4 66 1
4 76 1
4 81 1
4 86 1
4 87 1
4 88 1
4 89 1
4 90 1
4 91 1
4 93 1
4 95 1
4 96 1
4 125 1
4 129 1
4 139 1
4 145 1
4 146 1
4 147 1
4 149 1
4 150 1
4 151 1
4 152 1
4 155 1
4 156 1
4 157 1
4 161 1
4 162 1
4 163 1
4 164 1
4 165 1
4 166 1
4 167 1
4 168 1
4 169 1
4 170 1
4 171 1
4 172 1
4 173 1
4 174 1
4 175 1
4 176 1
4 177 1
4 178 1
4 179 1
5 3 1
5 21 1
5 22 1
5 24 1
5 42 1
5 43 1
5 44 1
5 45 1
5 86 1
5 87 1
5 89 1
5 90 1
5 91 1
5 92 1
5 93 1
5 110 1
5 126 1
5 130 1
5 133 1
5 145 1
5 147 1
5 148 1
5 149 1
5 150 1
5 151 1
5 152 1
5 155 1
5 156 1
5 157 1
5 161 1
5 162 1
5 163 1
5 164 1
5 165 1
5 166 1
5 167 1
5 168 1
5 169 1
5 170 1
5 171 1
5 172 1
5 173 1
5 174 1
5 175 1
5 176 1
5 177 1
5 178 1
5 179 1
6 3 1
6 4 1
6 21 1
6 22 1
6 24 1
6 25 1
6 42 1
6 76 1
6 78 1
6 81 1
6 86 1
6 87 1
6 88 1
6 89 1
6 90 1
6 91 1
6 92 1
6 93 1
6 94 1
6 95 1
6 109 1
6 110 1
6 125 1
6 126 1
6 129 1
6 130 1
6 133 1
6 139 1
6 145 1
6 146 1
6 147 1
6 148 1
6 149 1
6 150 1
6 151 1
6 152 1
6 153 1
6 154 1
6 155 1
6 156 1
6 157 1
6 158 1
6 161 1
6 162 1
6 163 1
6 164 1
6 165 1
6 166 1
6 167 1
6 168 1
6 169 1
6 170 1
6 171 1
6 172 1
6 173 1
6 174 1
6 175 1
6 176 1
6 177 1
6 178 1
7 4 1
7 21 1
7 22 1
7 24 1
7 25 1
7 78 1
7 86 1
7 87 1
7 89 1
7 92 1
7 93 1
7 94 1
7 95 1
7 109 1
7 110 1
7 125 1
7 126 1
7 129 1
7 130 1
7 133 1
7 139 1
7 145 1
7 146 1
7 147 1
7 148 1
7 149 1
7 150 1
7 151 1
7 152 1
7 153 1
7 154 1
7 155 1
7 156 1
7 157 1
7 158 1
7 161 1
7 162 1
7 163 1
8 4 1
8 5 1
8 17 1
8 21 1
8 55 1
8 88 1
8 90 1
8 91 1
8 92 1
8 93 1
8 94 1
8 95 1
8 96 1
8 97 1
8 98 1
8 100 1
8 108 1
8 109 1
8 110 1
8 123 1
8 124 1
8 125 1
8 126 1
8 128 1
8 129 1
8 130 1
8 133 1
8 139 1
8 145 1
8 146 1
8 152 1
8 153 1
8 157 1
8 158 1
8 163 1
8 165 1
8 168 1
8 169 1
8 172 1
8 173 1
8 174 1
8 178 1
9 5 1
9 6 1
9 7 1
9 14 1
9 17 1
9 54 1
9 55 1
9 92 1
9 94 1
9 95 1
9 96 1
9 97 1
9 98 1
9 99 1
9 103 1
9 108 1
9 109 1
9 110 1
9 123 1
9 124 1
9 125 1
9 126 1
9 128 1
9 129 1
9 130 1
9 133 1
9 138 1
9 140 1
9 141 1
9 159 1
9 160 1
10 6 1
10 7 1
10 17 1
10 52 1
10 53 1
10 54 1
10 55 1
10 97 1
10 98 1
10 99 1
10 102 1
10 103 1
10 123 1
10 138 1
10 140 1
10 141 1
10 142 1
10 143 1
11 6 1
11 7 1
11 8 1
11 14 1
11 52 1
11 53 1
11 99 1
11 102 1
11 103 1
11 104 1
11 107 1
11 136 1
11 138 1
11 140 1
11 141 1
11 142 1
11 143 1
11 159 1
11 160 1
12 8 1
12 52 1
12 53 1
12 103 1
12 104 1
12 127 1
12 136 1
12 142 1
12 143 1
12 159 1
12 160 1
13 8 1
13 9 1
13 13 1
13 14 1
13 52 1
13 53 1
13 102 1
13 103 1
13 104 1
13 106 1
13 107 1
13 122 1
13 127 1
13 136 1
13 142 1
13 143 1
13 159 1
13 160 1
14 9 1
14 10 1
14 12 1
14 13 1
14 52 1
14 104 1
14 106 1
